"","SPINDEX","DIFFINDEX","LNSPINDEX","DIFFLNSP","year"
"162",104.2799988,1.51000214,4.647079577,0.014586128,"1976"
"163",105.2399979,0.95999908,4.656243436,0.009163858,"1976"
"164",107.4599991,2.22000122,4.677118677,0.020875241,"1976"
"165",98.41999817,-9.040000911,4.589244017,-0.08787466,"1977"
"166",100.4800034,2.060005191,4.609958736,0.020714719,"1977"
"167",96.52999878,-3.950004581,4.569853828,-0.040104908,"1977"
"168",95.09999847,-1.430000305,4.554928954,-0.014924875,"1977"
"169",89.20999908,-5.88999939,4.490993131,-0.063935823,"1978"
"170",95.52999878,6.319999695,4.559440322,0.068447191,"1978"
"171",102.5400009,7.010002141,4.630252975,0.070812654,"1978"
"172",96.11000061,-6.43000031,4.565493375,-0.0647596,"1978"
"173",101.5899963,5.47999573,4.620945069,0.055451694,"1979"
"174",102.9100037,1.32000732,4.633854855,0.012909786,"1979"
"175",109.3199997,6.40999603,4.694279358,0.060424503,"1979"
"176",107.9400024,-1.37999725,4.68157554,-0.012703818,"1979"
"177",102.0899963,-5.8500061,4.625854741,-0.055720798,"1980"
"178",114.2399979,12.15000152,4.73830148,0.112446739,"1980"
"179",125.4599991,11.22000122,4.831986975,0.093685495,"1980"
"180",135.7599945,10.29999543,4.91088858,0.078901605,"1980"
"181",136,0.24000549,4.912654886,0.001766305,"1981"
"182",131.2100067,-4.78999329,4.876799144,-0.035855741,"1981"
"183",116.1800003,-15.0300064,4.755140715,-0.121658429,"1981"
"184",122.5500031,6.37000274,4.808519135,0.05337842,"1981"
"185",111.9599991,-10.59000397,4.718141656,-0.090377478,"1982"
"186",109.6100006,-2.34999847,4.696928617,-0.02121304,"1982"
"187",120.4199982,10.80999756,4.790985617,0.094057,"1982"
"188",140.6399994,20.22000122,4.94620343,0.155217813,"1982"
"189",152.9600067,12.32000732,5.030176493,0.083973064,"1983"
"190",168.1100006,15.1499939,5.124618531,0.094442038,"1983"
"191",166.0700073,-2.03999329,5.11240943,-0.0122091,"1983"
"192",164.9299927,-1.14001464,5.105521097,-0.006888333,"1983"
"193",159.1799927,-5.75,5.070035591,-0.035485506,"1984"
"194",153.1799927,-6,5.031613653,-0.038421939,"1984"
"195",166.1000061,12.92001342,5.112590053,0.080976401,"1984"
"196",167.2400055,1.13999939,5.119429939,0.006839886,"1984"
"197",180.6600037,13.41999817,5.196616832,0.077186893,"1985"
"198",191.8500061,11.19000244,5.256713848,0.060097017,"1985"
"199",182.0800018,-9.77000427,5.204446161,-0.052267688,"1985"
"200",211.2799988,29.19999695,5.353184262,0.148738101,"1985"
"201",238.8999939,27.61999512,5.476045029,0.122860767,"1986"
"202",250.8399963,11.94000244,5.524815271,0.048770242,"1986"
"203",231.3200073,-19.51998902,5.443802065,-0.081013206,"1986"
"204",242.1699982,10.84999085,5.489639951,0.045837886,"1986"
"205",291.7000122,49.53001404,5.675725919,0.186085967,"1987"
"206",304,12.29998779,5.717027701,0.041301783,"1987"
"207",321.8299866,17.82998657,5.774023414,0.056995713,"1987"
"208",247.0800018,-74.74998474,5.509712178,-0.264311236,"1987"
"209",258.8900147,11.81001282,5.556403318,0.046691139,"1988"
"210",273.5,14.60998535,5.611301622,0.054898304,"1988"
"211",271.9100037,-1.58999634,5.605471143,-0.005830479,"1988"
"212",277.7200012,5.80999756,5.626613416,0.021142274,"1988"
"213",294.8699951,17.1499939,5.686534565,0.059921148,"1989"
"214",317.980011,23.11001587,5.761988522,0.075453958,"1989"
"215",349.1499939,31.16998291,5.855501612,0.09351309,"1989"
"216",353.3999939,4.25,5.867600543,0.012098931,"1989"
"217",339.9400024,-13.45999146,5.828769139,-0.038831404,"1990"
"218",358.019989,18.07998657,5.88058882,0.051819681,"1990"
"219",306.0499878,-51.97000122,5.723748447,-0.156840373,"1990"
"220",330.2200012,24.17001343,5.799759103,0.076010655,"1990"
"221",375.2200012,45,5.927512524,0.127753421,"1991"
"222",371.1600037,-4.05999756,5.916633246,-0.010879278,"1991"
"223",387.8599854,16.69998169,5.960644412,0.044011166,"1991"
"224",417.0899963,29.23001099,6.033302017,0.072657605,"1991"
"225",403.6900024,-13.3999939,6.000647263,-0.032654754,"1992"
"226",408.1400147,4.45001221,6.011610289,0.010963026,"1992"
"227",417.7999878,9.65997314,6.03500282,0.023392531,"1992"
"228",435.7099915,17.91000367,6.076976865,0.041974045,"1992"
"229",451.6700134,15.96002197,6.112951854,0.03597499,"1993"
"230",450.5299988,-1.14001465,6.110424665,-0.00252719,"1993"
"231",458.9299927,8.3999939,6.128897677,0.018473012,"1993"
"232",466.4500122,7.52001953,6.14515086,0.016253183,"1993"
"233",445.769989,-20.6800232,6.099803099,-0.04534776,"1994"
"234",444.269989,-1.5,6.096432461,-0.003370638,"1994"
"235",462.7099915,18.44000245,6.137100489,0.040668029,"1994"
"236",459.269989,-3.44000245,6.129638248,-0.007462241,"1994"
"237",500.7099915,41.44000245,6.216027074,0.086388826,"1995"
"238",544.75,44.04000854,6.300326974,0.0842999,"1995"
"239",584.4099731,39.65997314,6.370602745,0.070275772,"1995"
"240",615.9299927,31.52001954,6.423133309,0.052530563,"1995"
"241",645.5,29.57000732,6.47002521,0.046891901,"1996"
"242",670.6300049,25.13000488,6.508217576,0.038192366,"1996"
"243",687.3099976,16.67999268,6.532785424,0.024567848,"1996"
"244",740.7399902,53.42999267,6.607649673,0.074864249,"1996"
"245",757.1199951,16.38000489,6.629521755,0.021872082,"1997"
"246",885.1400147,128.0200195,6.785745841,0.156224086,"1997"
"247",947.2800293,62.14001465,6.853594751,0.06784891,"1997"
"248",970.4299927,23.14996338,6.877739265,0.024144514,"1997"
"249",1101.75,131.3200073,7.004655104,0.126915839,"1998"
"250",1133.839966,32.0899658,7.033365351,0.028710247,"1998"
"251",1017.01001,-116.829956,6.924622238,-0.108743112,"1998"
"252",1229.229981,212.2199707,7.11414322,0.189520982,"1998"
"253",1286.369995,57.1400146,7.159579573,0.045436353,"1999"
"254",1372.709961,86.3399658,7.224542139,0.064962565,"1999"
"255",1282.709961,-90,7.156730276,-0.067811863,"1999"
"256",1469.25,186.5400391,7.292507345,0.13577707,"1999"
"257",1498.579956,29.3299561,7.312273243,0.019765897,"2000"
"258",1454.599976,-43.9799805,7.282486211,-0.029787032,"2000"
"259",1436.51001,-18.0899658,7.269971847,-0.012514364,"2000"
"260",1320.280029,-116.2299805,7.185599136,-0.08437271,"2000"
"261",1160.329956,-159.9500732,7.056459689,-0.129139448,"2001"
"262",1224.420044,64.0900878,7.110222577,0.053762889,"2001"
"263",1040.939941,-183.4801025,6.947879374,-0.162343204,"2001"
"264",1148.079956,107.1400147,7.045846223,0.097966849,"2001"
"265",1147.390015,-0.6899415,7.045245089,-0.000601133,"2002"
"266",989.8099976,-157.580017,6.897513003,-0.147732086,"2002"
"267",815.289978,-174.5200195,6.703543851,-0.193969152,"2002"
"268",879.8200073,64.53002929,6.779717349,0.076173498,"2002"
"269",848.1799927,-31.64001464,6.743092869,-0.036624481,"2003"
"270",974.5,126.3200073,6.881924519,0.13883165,"2003"
"271",995.9699707,21.4699707,6.903717107,0.021792588,"2003"
"272",1111.920044,115.9500732,7.013843569,0.110126462,"2003"
"273",1126.209961,14.289917,7.026613257,0.012769688,"2004"
"274",1140.839966,14.6300049,7.039520082,0.012906825,"2004"
"275",1114.579956,-26.2600097,7.016232892,-0.02328719,"2004"
"276",1211.920044,97.3400878,7.099961194,0.083728302,"2004"
"277",1180.589966,-31.3300781,7.073769564,-0.026191631,"2005"
"278",1191.329956,10.7399903,7.082825572,0.009056009,"2005"
"279",1228.810059,37.4801025,7.113801548,0.030975976,"2005"
"280",1248.290039,19.4799805,7.129529925,0.015728377,"2005"
"281",1294.829956,46.539917,7.166134657,0.036604732,"2006"
"282",1270.199951,-24.6300049,7.146929609,-0.019205049,"2006"
"283",1335.849976,65.6500244,7.197323054,0.050393445,"2006"
"284",1418.300049,82.4500732,7.257214285,0.059891231,"2006"
"510",1420.859985,0,7.259017590519,0,"2007"
"610",1503.349976,82.4899909999999,7.31545121427731,0.0564336237583154,"2007"
"710",1526.75,23.400024,7.33089657210324,0.0154453578259295,"2007"
"810",1468.359985,-58.3900149999999,7.29190140050226,-0.0389951716009875,"2007"
"910",1322.699951,-145.660034,7.18743034398656,-0.104471056515693,"2008"
"1010",1280,-42.6999510000001,7.15461535691366,-0.0328149870729009,"2008"
"1110",1166.359985,-113.640015,7.06164305425302,-0.0929723026606419,"2008"
"1210",903.25,-263.109985,6.80599937002775,-0.255643684225271,"2008"
"1310",797.869995,-105.380005,6.68194567064412,-0.124053699383627,"2009"
"1410",919.320007,121.450012,6.82363427393105,0.14168860328693,"2009"
"1510",1057.079956,137.759949,6.96326562728561,0.139631353354554,"2009"
"1610",1115.099976,58.0200199999999,7.01669934444858,0.0534337171629753,"2009"
"1710",1169.430054,54.330078,7.06427177577048,0.047572431321897,"2010"
"1810",1030.709961,-138.720093,6.93800312630186,-0.12626864946862,"2010"
"1910",1141.199951,110.48999,7.03983557640209,0.101832450100225,"2010"
"2010",1257.640015,116.440064,7.136992239712,0.0971566633099146,"2010"
"2110",1325.829956,68.1899410000001,7.18979392421186,0.0528016844998636,"2011"
"2210",1320.640015,-5.18994100000009,7.18587175792235,-0.00392216628951747,"2011"
"2310",1131.420044,-189.219971,7.03122879885607,-0.154642959066277,"2011"
"2410",1257.599976,126.179932,7.13696040259097,0.105731603734903,"2011"
"2510",1408.469971,150.869995,7.25025926724535,0.113298864654379,"2012"
"2610",1362.160034,-46.309937,7.21682697907274,-0.0334322881726061,"2012"
"2710",1440.670044,78.51001,7.27286359268103,0.0560366136082822,"2012"
"285",1426.189941,-14.4801029999999,7.26276179056134,-0.0101018021196895,"2012"
"291",1569.189941,143,7.3583148040421,0.0955530134807638,"2013"
"301",1606.280029,37.0900879999999,7.38167624356606,0.0233614395239536,"2013"
"311",1681.550049,75.2700199999999,7.42747129523336,0.0457950516673016,"2013"
"321",1848.359985,166.809936,7.52205403030906,0.0945827350757078,"2013"
"331",1872.339966,23.979981,7.53494424631844,0.0128902160093727,"2014"
"341",1960.22998,87.8900140000001,7.58081708207584,0.0458728357574039,"2014"
"351",1972.290039,12.0600589999999,7.58695060294799,0.00613352087214825,"2014"
"361",2058.899902,86.6098630000001,7.62992709098447,0.0429764880364765,"2014"
"371",2067.889893,8.98999099999992,7.63428399098067,0.0043568999962087,"2015"
"381",2063.110107,-4.77978600000006,7.63196988392039,-0.00231410706028345,"2015"
"391",1920.030029,-143.080078,7.56009610500369,-0.0718737789167019,"2015"
"401",2043.939941,123.909912,7.6226345678195,0.0625384628158079,"2015"
"411",2059.73999,15.8000489999999,7.63033503537081,0.00770046755130949,"2016"
"421",2098.860107,39.1201169999999,7.64914967014843,0.0188146347776197,"2016"
"431",2168.27002,69.409913,7.68168490277456,0.0325352326261363,"2016"
"441",2238.830078,70.560058,7.71370872180278,0.0320238190282209,"2016"
"451",2362.719971,123.889893,7.76756876445147,0.053860042648691,"2017"
"461",2423.409912,60.6899410000001,7.79293088191038,0.0253621174589007,"2017"
"471",2519.360107,95.9501949999999,7.83176022246721,0.0388293405568305,"2017"
"481",2673.610107,154.25,7.89118493813021,0.0594247156630079,"2017"
"491",2640.870117,-32.73999,7.87886373161031,-0.0123212065199025,"2018"
"501",2718.370117,77.5,7.9077877579938,0.0289240263834856,"2018"
"511",2913.97998,195.609863,7.97727511645015,0.0694873584563531,"2018"
"521",2506.850098,-407.129882,7.82678230299206,-0.150492813458092,"2018"
"531",2834.399902,327.549804,7.94958551897604,0.122803215983986,"2019"
"541",2941.76001,107.360108,7.98676332407472,0.037177805098672,"2019"
"551",2976.73999,34.9799800000001,7.99858401759782,0.0118206935231076,"2019"
"561",3230.780029,254.040039,8.08047888210791,0.0818948645100832,"2019"
"571",2584.590088,-646.189941,7.85732220106091,-0.223156681046996,"2020"
"581",3100.290039,515.699951,8.03925094706443,0.181928746003516,"2020"
"591",3363,262.709961,8.12058871174027,0.081337764675844,"2020"
